OBJECTID|Código de la remoción en masa|Región|Tipo de remoción en masa|Tipo de material|Clasificación de remoción en masa|Detonante|Día del evento|Mes de inicio del evento|Año del evento|Estación de ocurrencia del evento|Método de obtención de la información|Fuente de la información|Autor de la fuente|Nota|Enlace de documento asociado|Latitud|Longitud|Precisión de coordenadas
1824|RM-2017-30-238|O'Higgins|Caída|Roca|Caída de roca| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.13984938|-70.90994632|Coordenadas exactas
1825|RM-2017-30-239|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.19186864|-70.9674776|Coordenadas exactas
1826|RM-2017-30-240|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.152281|-70.91069258|Coordenadas exactas
1827|RM-2017-30-241|O'Higgins|Caída|Roca|Caída de roca| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.01983951|-70.52189227|Coordenadas exactas
1828|RM-2017-30-242|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.01756299|-70.78505412|Coordenadas exactas
1829|RM-2017-30-243|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.17595177|-70.97043851|Coordenadas exactas
1830|RM-2017-30-244|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.21209008|-70.96597232|Coordenadas exactas
1831|RM-2017-30-245|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.16202054|-70.62249207|Coordenadas exactas
1832|RM-2017-30-246|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.13219482|-70.92087749|Coordenadas exactas
1833|RM-2017-30-247|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.01292491|-70.54128236|Coordenadas exactas
1834|RM-2017-30-248|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.03286123|-70.84817123|Coordenadas exactas
1835|RM-2017-30-249|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.16195094|-70.61409466|Coordenadas exactas
1836|RM-2017-30-250|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.03467741|-70.52522258|Coordenadas exactas
1837|RM-2017-30-251|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.00986179|-70.51931028|Coordenadas exactas
1838|RM-2017-30-252|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.09804311|-70.93668864|Coordenadas exactas
1839|RM-2017-30-253|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.11304532|-70.93451559|Coordenadas exactas
1840|RM-2017-30-254|O'Higgins|Caída|Roca|Caída de roca| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.02978396|-70.51256023|Coordenadas exactas
1841|RM-2017-30-255|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.11217302|-70.60736989|Coordenadas exactas
1842|RM-2017-30-256|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.09397961|-70.54953557|Coordenadas exactas
1843|RM-2017-30-257|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.04169446|-70.55534325|Coordenadas exactas
1844|RM-2017-30-258|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.11216546|-70.93312964|Coordenadas exactas
1845|RM-2017-30-259|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.0059911|-70.79330057|Coordenadas exactas
1846|RM-2017-30-260|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23539268|-70.99143999|Coordenadas exactas
1847|RM-2017-30-261|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.00513556|-70.79631422|Coordenadas exactas
1848|RM-2017-30-262|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.09554645|-70.93490844|Coordenadas exactas
1849|RM-2017-30-263|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.15045153|-70.91814563|Coordenadas exactas
1850|RM-2017-30-264|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.21271962|-70.96607377|Coordenadas exactas
1851|RM-2017-30-265|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23608437|-70.98771084|Coordenadas exactas
1852|RM-2017-30-266|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.15932641|-70.93865126|Coordenadas exactas
1853|RM-2017-30-267|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.11870079|-70.93038373|Coordenadas exactas
1854|RM-2017-30-268|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.21387151|-70.96733784|Coordenadas exactas
1855|RM-2017-30-269|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.01394538|-70.53900507|Coordenadas exactas
1856|RM-2017-30-270|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.11033492|-70.93485496|Coordenadas exactas
1857|RM-2017-30-271|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.11044162|-70.93380587|Coordenadas exactas
1858|RM-2017-30-272|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.02298763|-70.51524463|Coordenadas exactas
1859|RM-2017-30-273|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.08862513|-70.9162728|Coordenadas exactas
1860|RM-2017-30-274|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.02359483|-70.51719403|Coordenadas exactas
1861|RM-2017-30-275|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.01521786|-70.53820503|Coordenadas exactas
1862|RM-2017-30-276|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.16369175|-70.59821394|Coordenadas exactas
1863|RM-2017-30-277|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.2189488|-70.62709989|Coordenadas exactas
1864|RM-2017-30-278|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.12312819|-70.92980133|Coordenadas exactas
1865|RM-2017-30-279|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.16762297|-70.93286392|Coordenadas exactas
1866|RM-2017-30-280|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.09778278|-70.93604323|Coordenadas exactas
1867|RM-2017-30-281|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.09494107|-70.9217802|Coordenadas exactas
1868|RM-2017-30-282|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento rotacional de roca| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.19996952|-70.58214198|Coordenadas exactas
